,Unnamed: 0,Dwelling Type,Zone Classification,Linear Feet of Street,Plot Size,Type of Road,Type of Alley,Shape of Property,Flatness of Property,Types of Utilities Available,Plot Configuration,Slope of Property,Locations within Ames City limits,Proximity to Various Conditions,Overall Material Finish of House,Overall Condition,Original Construction Date,Remodel Date of Property,Type of Roof,Roof Material,Exterior Covering on House,Masonry veneer type,Masonry veneer area,Exterior Quality of the Material,Present Exterior condition of the Material,Type of Foundation,Height of the basement,General condition of Basement,Walkout or garden-level walls,Basement Finished area rating,Total basement area in square foot,Type of heating,Heating Quality and Condition,Central Air Conditioning,Electrical system,Total living area in square feet,Bedrooms(Excluded Basement Bedrooms),Kitchens,Kitchen Quality,Total Rooms(excluding bathrooms),Home functionality,Fireplaces,Fireplace Quality,Garage location,The Year of Garage Built,Interior finish of the garage,Capacity of cars in Garage,Size of garage in square feet,Garage quality,Garage condition,Paved driveway,Fence quality,Month sold,Year Sold,Type of sale,Condition of sale,Sale Price,TotalBathrooms,Total porch area in square feet,Age of property,Price per square foot of property
1136,1136,1-1/2 STORY FINISHED ALL AGES,Residential Low-Density,80,9600,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,NormalNormal,Above Average,Average,1950,1950,Gable,Standard (Composite) Shingle,Vinyl SidingVinyl Siding,NA,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living QuartersUnfinished,1032,Gas forced warm air furnace,Average/Typical,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),1252,3,1,Average/Typical,6,Typical Functionality,0,No Fireplace,Attached to the home,1950,Unfinished,1,288,Typical/Average,Typical/Average,Paved,No Fence,Apr,2008,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",119000,1.0,96,58,12.395833333333334
1138,1138,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0,9819,Paved,No Alley Access,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Moderate Slope,Mitchell,NormalNormal,Above Average,Average,1977,1977,Gable,Standard (Composite) Shingle,PlywoodImitation Stucco,NA,0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Average Living QuartersUnfinished,1567,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1567,2,1,Good,5,Typical Functionality,2,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1977,Rough Finished,2,714,Typical/Average,Typical/Average,Paved,No Fence,May,2009,Warranty Deed - Conventional,Normal Sale,196000,3.0,296,32,19.961299521336183
1139,1139,1-STORY 1945 & OLDER,Residential Low-Density,98,8731,Paved,No Alley Access,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Brookside,NormalNormal,Average,Average,1920,1950,Gable,Standard (Composite) Shingle,StuccoStucco,NA,0,Average/Typical,Fair,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living QuartersUnfinished,915,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1167,3,1,Average/Typical,6,Major Deductions 1,1,Good - Masonry Fireplace on the main level,Detached from home,1972,Unfinished,2,495,Typical/Average,Typical/Average,Paved,No Fence,May,2007,Warranty Deed - Conventional,Normal Sale,144000,1.0,342,87,16.492956133318064
1140,1140,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,60,7350,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,North Ames,NormalNormal,Average,Good,1951,1951,Gable,Standard (Composite) Shingle,Hard BoardHard Board,NA,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Mimimum Exposure,Average Living QuartersUnfinished,952,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,952,2,1,Average/Typical,4,Typical Functionality,0,No Fireplace,Detached from home,1988,Unfinished,2,840,Typical/Average,Typical/Average,Paved,No Fence,Jun,2008,Court Officer Deed/Estate,"Abnormal Sale -  trade, foreclosure, short sale",139000,2.0,0,57,18.91156462585034
1141,1141,2-STORY 1946 & NEWER,Residential Low-Density,0,10304,Paved,No Alley Access,Slightly Irregular,Near Flat Level,All Public Utilities,Cul-De-Sac,Gentle Slope,Northwest Ames,"Near positive off-site feature--park, greenbelt, etcNormal",Average,Good,1976,1976,Gable,Standard (Composite) Shingle,PlywoodPlywood,Brick Face,44,Average/Typical,Good,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Living QuartersUnfinished,780,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1868,4,1,Good,9,Typical Functionality,1,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1976,Unfinished,2,484,Typical/Average,Typical/Average,Paved,No Fence,Oct,2009,Warranty Deed - Conventional,Normal Sale,197500,3.5,544,33,19.167313664596275
1142,1142,2-STORY 1946 & NEWER,Residential Low-Density,77,9965,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,College Creek,NormalNormal,Very Good,Average,2006,2007,Hip,Standard (Composite) Shingle,Vinyl SidingVinyl Siding,Stone,340,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Good Living QuartersUnfinished,1466,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,2828,4,1,Good,11,Typical Functionality,1,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Built-In (Garage part of the house - typically has room above the garage),2006,Rough Finished,3,1052,Typical/Average,Typical/Average,Paved,No Fence,Apr,2007,Home just constructed and sold,Home was not completed when last assessed,424870,4.0,269,1,42.63622679377822
1144,1144,2 FAMILY CONVERSION - ALL STYLES AND AGES,Residential Low-Density,60,12180,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Edwards,NormalNormal,Below Average,Below Average,1941,1950,Gable,Standard (Composite) Shingle,Metal SidingMetal Siding,NA,0,Average/Typical,Fair,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living QuartersUnfinished,672,Gravity furnace,Fair,No,Fuse Box over 60 AMP and all Romex wiring (Average),924,2,1,Fair,5,Typical Functionality,0,No Fireplace,Detached from home,1941,Unfinished,1,280,Typical/Average,Typical/Average,Paved,Minimum Privacy,Jul,2010,Warranty Deed - Conventional,Normal Sale,80000,2.0,0,69,6.568144499178982
1145,1145,1-1/2 STORY FINISHED ALL AGES,Residential Medium,52,6240,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Brookside,NormalNormal,Average,Above Average,1928,1950,Gable,Standard (Composite) Shingle,Metal SidingMetal Siding,NA,0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,UnfinishedUnfinished,1042,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1576,3,1,Average/Typical,8,Typical Functionality,1,Good - Masonry Fireplace on the main level,Detached from home,1928,Unfinished,1,225,Typical/Average,Typical/Average,Paved,No Fence,Aug,2006,Warranty Deed - Conventional,Sale between family members,149000,1.0,0,78,23.878205128205128
1146,1146,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,0,11200,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Sawyer West,NormalNormal,Above Average,Average,1985,1985,Gable,Standard (Composite) Shingle,Wood SidingWd Shng,Brick Face,85,Good,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living QuartersUnfinished,1298,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1298,3,1,Good,5,Typical Functionality,1,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1985,Unfinished,2,403,Typical/Average,Typical/Average,Paved,No Fence,May,2006,Warranty Deed - Conventional,Normal Sale,180000,3.0,191,21,16.071428571428573
1147,1147,2-STORY 1945 & OLDER,Residential Low-Density,75,12000,Paved,No Alley Access,Regular,Banked,All Public Utilities,Inside Plot,Gentle Slope,Crawford,NormalNormal,Good,Good,1941,1950,Gable,Standard (Composite) Shingle,Metal SidingMetal Siding,NA,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Rec RoomUnfinished,704,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1564,3,1,Fair,7,Typical Functionality,1,Good - Masonry Fireplace on the main level,Attached to the home,1941,Unfinished,1,234,Typical/Average,Typical/Average,Paved,No Fence,Jul,2009,Warranty Deed - Conventional,Normal Sale,174500,1.5,0,68,14.541666666666666
1148,1148,1-1/2 STORY FINISHED ALL AGES,Residential Medium,0,5700,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Old Town,NormalNormal,Good,Good,1926,1950,Gable,Standard (Composite) Shingle,Wood SidingWood Siding,NA,0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,UnfinishedUnfinished,572,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1111,2,1,Average/Typical,5,Typical Functionality,1,Good - Masonry Fireplace on the main level,Detached from home,1982,Unfinished,1,288,Typical/Average,Typical/Average,Paved,No Fence,Aug,2008,Warranty Deed - Conventional,Normal Sale,116900,1.0,176,82,20.50877192982456
1149,1149,2-STORY 1945 & OLDER,Residential Medium,50,9000,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Old Town,Adjacent to arterial streetNormal,Good,Excellent,1920,1988,Hip,Standard (Composite) Shingle,Vinyl SidingVinyl Siding,NA,0,Average/Typical,Good,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Living QuartersUnfinished,650,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1482,3,1,Average/Typical,7,Typical Functionality,0,No Fireplace,Detached from home,1930,Unfinished,2,324,Typical/Average,Typical/Average,Paved,No Fence,Jul,2009,Warranty Deed - Conventional,Normal Sale,143000,1.5,0,89,15.88888888888889
1150,1150,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,57,8280,Paved,No Alley Access,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,NormalNormal,Above Average,Average,1950,1950,Gable,Standard (Composite) Shingle,Brick FaceBrick Face,NA,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,UnfinishedUnfinished,932,Gas forced warm air furnace,Excellent,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),932,2,1,Good,4,Typical Functionality,1,Good - Masonry Fireplace on the main level,Attached to the home,1950,Unfinished,1,306,Typical/Average,Typical/Average,Paved,Good Privacy,Nov,2007,Warranty Deed - Conventional,Normal Sale,124000,1.0,214,57,14.97584541062802
1151,1151,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,134,17755,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Edwards,NormalNormal,Average,Below Average,1959,1959,Gable,Standard (Composite) Shingle,Hard BoardPlywood,Brick Face,132,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Below Average Living QuartersUnfinished,1466,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1466,3,1,Fair,6,Typical Functionality,2,Good - Masonry Fireplace on the main level,Attached to the home,1959,Finished,2,528,Typical/Average,Typical/Average,Paved,No Fence,Nov,2006,Warranty Deed - Conventional,Normal Sale,149900,1.5,240,47,8.442692199380456
1152,1152,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,90,14115,Paved,No Alley Access,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Crawford,NormalNormal,Above Average,Good,1956,2004,Gable,Standard (Composite) Shingle,StoneStone,NA,0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Living QuartersGood Living Quarters,1073,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1811,2,1,Excellent,6,Typical Functionality,1,Good - Masonry Fireplace on the main level,Attached to the home,1956,Finished,2,470,Typical/Average,Typical/Average,Paved,No Fence,Jul,2006,Warranty Deed - Conventional,"Abnormal Sale -  trade, foreclosure, short sale",230000,1.0,280,50,16.294721927027986
1153,1153,1-STORY 1945 & OLDER,Residential Medium,0,5890,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,Iowa DOT and Rail Road,NormalNormal,Above Average,Very Good,1930,2007,Gable,Standard (Composite) Shingle,Wood SidingWood Siding,NA,0,Good,Good,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Average Living QuartersUnfinished,816,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,816,2,1,Average/Typical,5,Typical Functionality,0,No Fireplace,Detached from home,2002,Unfinished,1,432,Typical/Average,Typical/Average,Paved,No Fence,Jun,2008,Warranty Deed - Conventional,Normal Sale,120500,1.0,96,78,20.458404074702887
1154,1154,2-STORY 1946 & NEWER,Residential Low-Density,0,13700,Paved,No Alley Access,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,NormalNormal,Good,Above Average,1965,1988,Gable,Standard (Composite) Shingle,Vinyl SidingVinyl Siding,Stone,288,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Average Living QuartersUnfinished,864,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1820,4,1,Good,8,Typical Functionality,2,Good - Masonry Fireplace on the main level,Attached to the home,1965,Unfinished,2,492,Typical/Average,Typical/Average,Paved,Good Privacy,May,2008,Warranty Deed - Conventional,Normal Sale,201800,2.0,417,43,14.72992700729927
1155,1155,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,90,10768,Paved,No Alley Access,Slightly Irregular,Near Flat Level,All Public Utilities,Corner Plot,Gentle Slope,Veenker,NormalNormal,Average,Very Good,1976,2004,Gable,Standard (Composite) Shingle,PlywoodPlywood,NA,0,Good,Good,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Average Living QuartersUnfinished,1437,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1437,3,1,Good,6,Typical Functionality,1,Fair - Prefabricated Fireplace in the basement,Attached to the home,1976,Rough Finished,2,528,Typical/Average,Typical/Average,Paved,No Fence,Jul,2007,Warranty Deed - Conventional,Normal Sale,218000,3.0,201,31,20.24517087667162
1156,1156,SPLIT OR MULTI-LEVEL,Residential Low-Density,85,9350,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,North Ames,NormalNormal,Average,Very Good,1965,1999,Gable,Standard (Composite) Shingle,Brick FaceBrick Face,NA,0,Average/Typical,Good,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Average Living QuartersUnfinished,1219,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1265,3,1,Good,6,Typical Functionality,1,Good - Masonry Fireplace on the main level,Attached to the home,1965,Rough Finished,2,502,Typical/Average,Typical/Average,Paved,Minimum Privacy,Oct,2008,Warranty Deed - Conventional,Normal Sale,179900,2.5,188,43,19.240641711229948
1157,1157,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Residential Low-Density,34,5001,Paved,No Alley Access,Slightly Irregular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Northridge Heights,NormalNormal,Good,Average,2007,2008,Gable,Standard (Composite) Shingle,Vinyl SidingVinyl Siding,Stone,166,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Good Living QuartersUnfinished,1314,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1314,2,1,Good,6,Typical Functionality,1,Good - Masonry Fireplace on the main level,Attached to the home,2008,Rough Finished,2,626,Typical/Average,Typical/Average,Paved,No Fence,Jul,2009,Warranty Deed - Conventional,Normal Sale,230000,3.0,234,2,45.99080183963208
1158,1158,1-STORY 1946 & NEWER ALL STYLES,Residential Low-Density,92,11932,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Frontage on 2 sides of the property,Gentle Slope,Somerset,Adjacent to feeder streetNormal,Very Good,Average,2007,2008,Gable,Standard (Composite) Shingle,Vinyl SidingVinyl Siding,Stone,186,Good,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,UnfinishedUnfinished,1580,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1580,3,1,Good,7,Typical Functionality,0,No Fireplace,Attached to the home,2008,Rough Finished,3,830,Typical/Average,Typical/Average,Paved,No Fence,Jun,2008,Contract Low Down,Home was not completed when last assessed,235128,2.0,24,1,19.70566543747905
1159,1159,2-STORY 1946 & NEWER,Residential Low-Density,76,9120,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Northwest Ames,NormalNormal,Above Average,Above Average,1974,1974,Hip,Standard (Composite) Shingle,Hard BoardHard Board,Brick Face,270,Good,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Living QuartersUnfinished,901,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1876,4,1,Good,8,Typical Functionality,1,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1974,Rough Finished,2,540,Good,Typical/Average,Paved,No Fence,Jul,2008,Warranty Deed - Conventional,Normal Sale,185000,2.5,69,34,20.285087719298247
1160,1160,2-STORY PUD - 1946 & NEWER,Residential Low-Density,24,2280,Paved,No Alley Access,Regular,Near Flat Level,All Public Utilities,Inside Plot,Gentle Slope,Northpark Villa,NormalNormal,Above Average,Average,1978,1978,Gable,Standard (Composite) Shingle,PlywoodBrk Cmn,NA,0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure,Average Living QuartersUnfinished,855,Gas forced warm air furnace,Fair,Yes,Standard Circuit Breakers & Romex,1456,3,1,Average/Typical,7,Typical Functionality,1,Average - Prefabricated Fireplace in the main living area or Masonry Fireplace in the basement,Attached to the home,1978,Unfinished,2,440,Typical/Average,Typical/Average,Paved,No Fence,Jul,2010,Warranty Deed - Conventional,Normal Sale,146000,2.5,26,32,64.03508771929825
